country,year,iso_code,population,gdp,primary_energy_consumption,electricity_generation,electricity_demand,renewables_share_energy,renewables_share_elec,fossil_share_energy,fossil_share_elec,low_carbon_share_energy,low_carbon_share_elec,solar_electricity,wind_electricity,hydro_electricity,nuclear_electricity,coal_electricity,gas_electricity,oil_electricity,biofuel_electricity,other_renewable_electricity,solar_share_elec,wind_share_elec,hydro_share_elec,nuclear_share_elec,coal_share_elec,gas_share_elec,energy_per_capita,renewables_energy_per_capita,fossil_energy_per_capita,renewables_cons_change_twh
Faroe Islands,2003,FRO,47448.0,,3.276,0.24,0.24,,33.333,,66.667,,33.333,0.0,0.0,0.08,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,69047.695,,,
Faroe Islands,2004,FRO,48041.0,,3.347,0.25,0.25,,40.0,,60.0,,40.0,0.0,0.01,0.09,0.0,0.0,0.0,0.15,0.0,0.0,0.0,4.0,36.0,0.0,0.0,0.0,69676.703,,,
Faroe Islands,2005,FRO,48386.0,,3.262,0.25,0.25,,44.0,,56.0,,44.0,0.0,0.01,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,67423.703,,,
Faroe Islands,2006,FRO,48456.0,,3.219,0.25,0.25,,44.0,,56.0,,44.0,0.0,0.01,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,66438.359,,,
Faroe Islands,2007,FRO,48498.0,,3.357,0.27,0.27,,44.444,,55.556,,44.444,0.0,0.02,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,7.407,37.037,0.0,0.0,0.0,69226.156,,,
Faroe Islands,2008,FRO,48528.0,,3.112,0.27,0.27,,37.037,,62.963,,37.037,0.0,0.01,0.09,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3.704,33.333,0.0,0.0,0.0,64121.266,,,
Faroe Islands,2009,FRO,48512.0,,2.879,0.27,0.27,,37.037,,62.963,,37.037,0.0,0.01,0.09,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3.704,33.333,0.0,0.0,0.0,59341.211,,,
Faroe Islands,2010,FRO,48191.0,,3.044,0.28,0.28,,28.571,,71.429,,28.571,0.0,0.01,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.571,25.0,0.0,0.0,0.0,63168.363,,,
Faroe Islands,2011,FRO,47957.0,,2.856,0.27,0.27,,37.037,,62.963,,37.037,0.0,0.01,0.09,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3.704,33.333,0.0,0.0,0.0,59551.445,,,
Faroe Islands,2012,FRO,48113.0,,2.921,0.29,0.29,,37.931,,62.069,,37.931,0.0,0.01,0.1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,3.448,34.483,0.0,0.0,0.0,60721.0,,,
Faroe Islands,2013,FRO,48297.0,,3.196,0.29,0.29,,37.931,,62.069,,37.931,0.0,0.02,0.09,0.0,0.0,0.0,0.18,0.0,0.0,0.0,6.897,31.034,0.0,0.0,0.0,66176.43,,,
Faroe Islands,2014,FRO,48515.0,,2.909,0.31,0.31,,51.613,,48.387,,51.613,0.0,0.04,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,12.903,38.71,0.0,0.0,0.0,59955.434,,,
Faroe Islands,2015,FRO,48916.0,,3.085,0.32,0.32,,59.375,,40.625,,59.375,0.0,0.06,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,18.75,40.625,0.0,0.0,0.0,63065.277,,,
Faroe Islands,2016,FRO,49554.0,,3.129,0.31,0.31,,48.387,,51.613,,48.387,0.0,0.05,0.1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,16.129,32.258,0.0,0.0,0.0,63143.918,,,
Faroe Islands,2017,FRO,50268.0,,3.533,0.33,0.33,,51.515,,48.485,,51.515,0.0,0.06,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,18.182,33.333,0.0,0.0,0.0,70292.406,,,
Faroe Islands,2018,FRO,51062.0,,3.641,0.35,0.35,,48.571,,51.429,,48.571,0.0,0.06,0.11,0.0,0.0,0.0,0.18,0.0,0.0,0.0,17.143,31.429,0.0,0.0,0.0,71303.797,,,
Faroe Islands,2019,FRO,51868.0,,3.196,0.38,0.38,,39.474,,60.526,,39.474,0.0,0.05,0.1,0.0,0.0,0.0,0.23,0.0,0.0,0.0,13.158,26.316,0.0,0.0,0.0,61618.391,,,
Faroe Islands,2020,FRO,52615.0,,3.282,0.41,0.41,,39.024,,60.976,,39.024,0.0,0.05,0.11,0.0,0.0,0.0,0.25,0.0,0.0,0.0,12.195,26.829,0.0,0.0,0.0,62371.746,,,
Faroe Islands,2021,FRO,53324.0,,3.413,0.43,0.43,,39.535,,60.465,,39.535,0.0,0.05,0.11,0.0,0.0,0.0,0.26,0.01,0.01,0.0,11.628,25.581,0.0,0.0,0.0,64000.141,,,
Faroe Islands,2022,FRO,54039.0,,3.193,0.48,0.48,,45.833,,54.167,,45.833,0.0,0.09,0.13,0.0,0.0,0.0,0.26,0.0,0.0,0.0,18.75,27.083,0.0,0.0,0.0,59090.0,,,
Faroe Islands,2023,FRO,54738.0,,3.199,0.49,0.49,,46.939,,53.061,,46.939,0.0,0.09,0.13,0.0,0.0,0.0,0.26,0.01,0.01,0.0,18.367,26.531,0.0,0.0,0.0,58450.113,,,
Fiji,2000,FJI,840913.0,,7.037,0.75,0.75,,72.0,,28.0,,72.0,0.0,0.0,0.41,0.0,0.0,0.0,0.21,0.13,0.13,0.0,0.0,54.667,0.0,0.0,0.0,8367.793,,,
Fiji,2001,FJI,849606.0,,7.268,0.79,0.79,,74.684,,25.316,,74.684,0.0,0.0,0.46,0.0,0.0,0.0,0.2,0.13,0.13,0.0,0.0,58.228,0.0,0.0,0.0,8554.315,,,
Fiji,2002,FJI,858057.0,,5.999,0.83,0.83,,69.88,,30.12,,69.88,0.0,0.0,0.45,0.0,0.0,0.0,0.25,0.13,0.13,0.0,0.0,54.217,0.0,0.0,0.0,6991.956,,,
Fiji,2003,FJI,866297.0,,6.912,0.87,0.87,,54.023,,45.977,,54.023,0.0,0.0,0.34,0.0,0.0,0.0,0.4,0.13,0.13,0.0,0.0,39.08,0.0,0.0,0.0,7978.872,,,
Fiji,2004,FJI,874369.0,,9.276,0.88,0.88,,56.818,,43.182,,56.818,0.0,0.0,0.37,0.0,0.0,0.0,0.38,0.13,0.13,0.0,0.0,42.045,0.0,0.0,0.0,10608.364,,,
Fiji,2005,FJI,882384.0,,7.91,0.89,0.89,,52.809,,47.191,,52.809,0.0,0.0,0.34,0.0,0.0,0.0,0.42,0.13,0.13,0.0,0.0,38.202,0.0,0.0,0.0,8964.338,,,
Fiji,2006,FJI,890370.0,,8.696,0.9,0.9,,52.222,,47.778,,52.222,0.0,0.0,0.34,0.0,0.0,0.0,0.43,0.13,0.13,0.0,0.0,37.778,0.0,0.0,0.0,9767.231,,,
Fiji,2007,FJI,897843.0,,8.0,0.89,0.89,,68.539,,31.461,,68.539,0.0,0.01,0.51,0.0,0.0,0.0,0.28,0.09,0.09,0.0,1.124,57.303,0.0,0.0,0.0,8910.277,,,
Fiji,2008,FJI,903403.0,,5.997,0.84,0.84,,67.857,,32.143,,67.857,0.0,0.02,0.5,0.0,0.0,0.0,0.27,0.05,0.05,0.0,2.381,59.524,0.0,0.0,0.0,6637.704,,,
Fiji,2009,FJI,907248.0,,5.139,0.83,0.83,,62.651,,37.349,,62.651,0.0,0.02,0.46,0.0,0.0,0.0,0.31,0.04,0.04,0.0,2.41,55.422,0.0,0.0,0.0,5664.729,,,
Fiji,2010,FJI,910427.0,,7.436,0.88,0.88,,52.273,,47.727,,52.273,0.0,0.01,0.41,0.0,0.0,0.0,0.42,0.04,0.04,0.0,1.136,46.591,0.0,0.0,0.0,8167.133,,,
Fiji,2011,FJI,912991.0,,5.488,0.85,0.85,,57.647,,42.353,,57.647,0.0,0.0,0.45,0.0,0.0,0.0,0.36,0.04,0.04,0.0,0.0,52.941,0.0,0.0,0.0,6010.798,,,
Fiji,2012,FJI,914920.0,,5.475,0.86,0.86,,66.279,,33.721,,66.279,0.0,0.01,0.52,0.0,0.0,0.0,0.29,0.04,0.04,0.0,1.163,60.465,0.0,0.0,0.0,5984.579,,,
Fiji,2013,FJI,916359.0,,5.844,0.88,0.88,,63.636,,36.364,,63.636,0.0,0.0,0.52,0.0,0.0,0.0,0.32,0.04,0.04,0.0,0.0,59.091,0.0,0.0,0.0,6376.978,,,
Fiji,2014,FJI,917589.0,,6.376,0.91,0.91,,48.352,,51.648,,48.352,0.0,0.0,0.4,0.0,0.0,0.0,0.47,0.04,0.04,0.0,0.0,43.956,0.0,0.0,0.0,6948.417,,,
Fiji,2015,FJI,918585.0,,6.745,0.93,0.93,,48.387,,51.613,,48.387,0.0,0.01,0.4,0.0,0.0,0.0,0.48,0.04,0.04,0.0,1.075,43.011,0.0,0.0,0.0,7342.964,,,
Fiji,2016,FJI,919167.0,,6.503,0.95,0.95,,54.737,,45.263,,54.737,0.01,0.0,0.49,0.0,0.0,0.0,0.43,0.02,0.02,1.053,0.0,51.579,0.0,0.0,0.0,7074.659,,,
Fiji,2017,FJI,918762.0,,7.081,1.02,1.02,,50.0,,50.0,,50.0,0.01,0.0,0.49,0.0,0.0,0.0,0.51,0.01,0.01,0.98,0.0,48.039,0.0,0.0,0.0,7706.579,,,
Fiji,2018,FJI,917185.0,,7.229,1.1,1.1,,59.091,,40.909,,59.091,0.01,0.0,0.56,0.0,0.0,0.0,0.45,0.08,0.08,0.909,0.0,50.909,0.0,0.0,0.0,7881.906,,,
Fiji,2019,FJI,914906.0,,7.156,1.14,1.14,,57.895,,42.105,,57.895,0.01,0.0,0.56,0.0,0.0,0.0,0.48,0.09,0.09,0.877,0.0,49.123,0.0,0.0,0.0,7821.997,,,
Fiji,2020,FJI,914971.0,,5.106,1.08,1.08,,62.963,,37.037,,62.963,0.01,0.0,0.56,0.0,0.0,0.0,0.4,0.11,0.11,0.926,0.0,51.852,0.0,0.0,0.0,5580.694,,,
Fiji,2021,FJI,916718.0,,5.714,1.06,1.06,,62.264,,37.736,,62.264,0.01,0.0,0.55,0.0,0.0,0.0,0.4,0.1,0.1,0.943,0.0,51.887,0.0,0.0,0.0,6232.943,,,
Fiji,2022,FJI,919428.0,,6.346,1.07,1.07,,60.748,,39.252,,60.748,0.01,0.0,0.6,0.0,0.0,0.0,0.42,0.04,0.04,0.935,0.0,56.075,0.0,0.0,0.0,6902.252,,,
Fiji,2023,FJI,924150.0,,6.872,1.15,1.15,,63.478,,36.522,,63.478,0.01,0.0,0.6,0.0,0.0,0.0,0.42,0.12,0.12,0.87,0.0,52.174,0.0,0.0,0.0,7436.558,,,
Fiji,2024,FJI,928800.0,,,1.15,1.15,,63.478,,36.522,,63.478,0.01,0.0,0.6,0.0,0.0,0.0,0.42,0.12,0.12,0.87,0.0,52.174,0.0,0.0,0.0,,,,
Finland,2000,FIN,5176197.0,169209765102.0,359.11,69.97,81.85,19.163,33.414,63.226,34.458,36.774,65.542,0.0,0.08,14.66,22.48,8.49,10.13,5.49,8.64,8.64,0.0,0.114,20.952,32.128,12.134,14.478,69377.148,13125.509,43306.504,6.166
Finland,2001,FIN,5187970.0,173703951475.0,366.894,74.45,84.41,17.238,28.932,65.418,40.484,34.582,59.516,0.0,0.07,13.2,22.77,10.61,11.69,7.84,8.27,8.27,0.0,0.094,17.73,30.584,14.251,15.702,70720.078,12052.025,45737.523,-5.415
Finland,2002,FIN,5200548.0,176751491921.0,368.768,74.92,86.84,15.842,26.468,67.417,43.767,32.583,56.233,0.0,0.06,10.78,22.3,12.71,11.63,8.45,8.99,8.99,0.0,0.08,14.389,29.765,16.965,15.523,70909.469,11114.449,47297.863,-4.724
Finland,2003,FIN,5212958.0,180408462125.0,394.928,84.28,89.13,14.248,22.615,69.923,50.415,30.077,49.585,0.0,0.09,9.59,22.73,19.25,13.85,9.39,9.38,9.38,0.0,0.107,11.379,26.97,22.841,16.433,75758.852,10694.037,52483.133,-2.054
Finland,2004,FIN,5228147.0,187633923914.0,393.254,85.84,90.71,18.999,29.858,65.163,43.674,34.837,56.326,0.0,0.12,15.07,22.72,16.5,12.75,8.24,10.44,10.44,0.0,0.14,17.556,26.468,19.222,14.853,75218.609,14124.952,48446.016,18.1
Finland,2005,FIN,5246078.0,192990732516.0,357.548,70.56,87.57,19.045,33.248,63.238,33.773,36.762,66.227,0.0,0.17,13.78,23.27,6.5,11.23,6.1,9.51,9.51,0.0,0.241,19.529,32.979,9.212,15.916,68155.234,12817.831,42560.762,-6.604
Finland,2006,FIN,5266248.0,200966858669.0,383.512,82.29,93.69,17.117,27.294,66.744,44.866,33.256,55.134,0.0,0.16,11.49,22.91,16.33,12.32,8.27,10.81,10.81,0.0,0.194,13.963,27.841,19.844,14.971,72824.57,12334.776,48095.793,-2.285
Finland,2007,FIN,5288715.0,211541390078.0,382.192,81.17,93.73,18.351,29.962,65.162,41.185,34.838,58.815,0.0,0.19,14.18,23.42,13.89,10.56,8.98,9.95,9.95,0.0,0.234,17.47,28.853,17.112,13.01,72265.656,13111.018,46554.391,4.382
Finland,2008,FIN,5313379.0,213226105706.0,368.496,77.35,90.12,21.795,35.902,61.54,34.415,38.46,65.585,0.0,0.26,17.11,22.96,8.5,11.03,7.09,10.4,10.4,0.0,0.336,22.12,29.683,10.989,14.26,69352.391,14909.633,42099.074,9.88
Finland,2009,FIN,5338854.0,195739132370.0,341.288,72.06,84.15,18.615,30.114,63.074,37.233,36.926,62.767,0.0,0.28,12.69,23.53,11.13,9.82,5.88,8.73,8.73,0.0,0.389,17.61,32.653,15.445,13.628,63925.277,11758.009,39840.148,-16.446
Finland,2010,FIN,5363347.0,201746033638.0,371.291,80.64,91.14,19.122,29.985,64.696,41.741,35.304,58.259,0.0,0.29,12.92,22.8,14.54,11.26,7.86,10.97,10.97,0.0,0.36,16.022,28.274,18.031,13.963,69227.406,13082.733,44262.16,7.393
Finland,2011,FIN,5388236.0,207084301562.0,349.923,73.5,87.35,20.478,32.898,62.145,35.551,37.855,64.449,0.01,0.48,12.45,23.19,9.78,9.45,6.9,11.24,11.24,0.014,0.653,16.939,31.551,13.306,12.857,64942.016,13137.611,39869.426,0.621
Finland,2012,FIN,5413978.0,204190196792.0,340.459,70.41,87.85,24.392,40.562,57.955,26.786,42.045,73.214,0.01,0.49,16.86,22.99,7.1,6.73,5.03,11.2,11.2,0.014,0.696,23.945,32.652,10.084,9.558,62885.137,15120.541,35926.254,11.074
Finland,2013,FIN,5439057.0,202349011206.0,341.801,71.26,86.97,22.15,35.967,59.954,30.901,40.046,69.099,0.01,0.77,12.84,23.61,10.69,6.79,4.54,12.01,12.01,0.014,1.081,18.019,33.132,15.001,9.528,62841.867,13737.791,37184.703,-7.142
Finland,2014,FIN,5461686.0,201610622550.0,329.823,68.1,86.07,24.195,38.59,57.363,26.784,42.637,73.216,0.01,1.11,13.4,23.58,7.92,5.52,4.8,11.76,11.76,0.015,1.63,19.677,34.626,11.63,8.106,60388.477,14412.535,34170.441,3.996
Finland,2015,FIN,5479719.0,202706706722.0,328.893,68.61,84.95,27.515,44.498,54.312,21.615,45.688,78.385,0.01,2.33,16.77,23.25,5.12,5.2,4.51,11.42,11.42,0.015,3.396,24.443,33.887,7.462,7.579,60020.109,16260.123,32095.359,10.384
Finland,2016,FIN,5495468.0,208405735062.0,334.083,68.75,87.7,25.935,44.233,56.339,22.022,43.661,77.978,0.02,3.07,15.8,23.2,6.97,3.74,4.43,11.52,11.52,0.029,4.465,22.982,33.745,10.138,5.44,60792.52,15521.872,33718.078,-3.801
Finland,2017,FIN,5508398.0,215058877437.0,327.216,67.52,87.95,27.99,46.608,54.561,20.098,45.439,79.902,0.05,4.79,14.77,22.48,5.86,3.3,4.41,11.86,11.86,0.074,7.094,21.875,33.294,8.679,4.887,59403.098,16364.369,31899.045,4.842
Finland,2018,FIN,5515730.0,217509947213.0,333.841,70.23,90.17,27.99,45.764,54.764,21.786,45.236,78.214,0.09,5.84,13.3,22.79,5.79,4.2,5.31,12.91,12.91,0.128,8.316,18.938,32.451,8.244,5.98,60525.258,16683.545,32641.625,1.88
Finland,2019,FIN,5521754.0,220173891564.0,326.992,68.61,88.65,28.591,46.466,53.049,18.744,46.951,81.256,0.15,6.02,12.42,23.87,4.36,3.85,4.65,13.29,13.29,0.219,8.774,18.102,34.791,6.355,5.611,59218.777,16663.199,30917.979,-0.012
Finland,2020,FIN,5529616.0,214988893865.0,313.95,69.24,84.34,32.588,51.892,48.75,14.471,51.25,85.529,0.22,8.26,15.88,23.29,2.44,3.99,3.59,11.57,11.57,0.318,11.93,22.935,33.637,3.524,5.763,56776.078,18160.797,27167.318,8.412
Finland,2021,FIN,5541069.0,221538476826.0,320.577,72.11,89.88,35.036,52.947,46.498,14.325,53.502,85.675,0.3,8.51,15.79,23.6,2.67,3.83,3.83,13.58,13.58,0.416,11.801,21.897,32.728,3.703,5.311,57854.73,19901.895,26412.746,9.856
Finland,2022,FIN,5569300.0,226154847456.0,320.232,72.17,84.69,34.897,53.568,45.3,11.32,54.7,88.68,0.39,12.02,13.49,25.34,3.44,0.96,3.77,12.76,12.76,0.54,16.655,18.692,35.112,4.767,1.33,57499.422,19696.879,25568.98,-0.58
Finland,2023,FIN,5601185.0,,334.142,81.52,83.24,35.888,51.889,38.493,6.023,61.507,93.977,0.72,15.04,15.2,34.31,1.56,0.66,2.69,11.34,11.34,0.883,18.449,18.646,42.088,1.914,0.81,59655.676,20927.711,22446.869,7.522
Finland,2024,FIN,5617311.0,,334.594,82.55,85.73,38.894,55.857,36.773,4.652,63.227,95.348,0.94,20.48,14.3,32.6,0.83,0.82,2.19,10.39,10.39,1.139,24.809,17.323,39.491,1.005,0.993,59564.754,22644.117,21408.75,9.979
Finland,2025,FIN,5623328.0,,,82.3,87.78,,56.464,,3.657,,96.343,0.98,22.58,12.44,32.82,0.16,0.95,1.9,10.34,10.47,1.191,27.436,15.115,39.878,0.194,1.154,,,,
France,2000,FRA,59483716.0,2031676031476.0,3117.909,532.56,463.08,6.409,12.737,56.16,9.308,43.84,90.692,0.01,0.05,64.78,415.16,27.0,11.51,11.06,2.48,2.99,0.002,0.009,12.164,77.956,5.07,2.161,52416.18,3319.751,29088.74,-16.04
France,2001,FRA,59905131.0,2077786711965.0,3143.046,542.6,474.21,7.072,14.023,55.477,8.373,44.523,91.627,0.01,0.13,72.62,421.08,20.48,15.15,9.8,2.85,3.33,0.002,0.024,13.384,77.604,3.774,2.792,52467.066,3666.771,28763.24,22.187
France,2002,FRA,60327247.0,2107316572579.0,3118.919,551.24,474.21,5.879,11.373,55.284,9.395,44.716,90.605,0.01,0.27,58.88,436.76,23.66,18.37,9.76,3.04,3.53,0.002,0.049,10.681,79.232,4.292,3.332,51700.012,3002.785,28235.068,-38.509
France,2003,FRA,60741119.0,2130940712046.0,3153.042,559.13,492.72,5.675,10.994,55.765,10.121,44.235,89.879,0.01,0.39,57.35,441.07,26.26,19.37,10.96,3.23,3.72,0.002,0.07,10.257,78.885,4.697,3.464,51909.512,2911.813,28614.008,-4.283
France,2004,FRA,61175244.0,2196883540402.0,3180.13,566.3,504.39,5.684,11.022,55.689,9.825,44.311,90.175,0.01,0.59,58.04,448.24,24.37,21.05,10.22,3.31,3.78,0.002,0.104,10.249,79.152,4.303,3.717,51983.934,2921.737,28628.041,1.871
France,2005,FRA,61625031.0,2238790479440.0,3154.079,569.14,508.81,5.122,9.66,55.947,11.004,44.053,88.996,0.01,0.96,50.14,451.53,27.51,23.07,12.05,3.39,3.87,0.002,0.169,8.81,79.335,4.834,4.053,51181.785,2591.232,28304.52,-19.053
France,2006,FRA,62049831.0,2297018080700.0,3128.931,567.3,503.96,5.702,10.737,55.382,9.907,44.618,90.093,0.01,2.18,54.88,450.19,22.89,21.76,11.55,3.38,3.84,0.002,0.384,9.674,79.357,4.035,3.836,50426.094,2842.63,27607.334,16.7
France,2007,FRA,62432438.0,2354672057875.0,3075.79,561.84,505.03,6.356,11.445,55.193,10.289,44.807,89.711,0.02,4.07,55.99,439.73,24.45,21.99,11.37,3.75,4.22,0.004,0.724,9.965,78.266,4.352,3.914,49265.891,3096.374,26887.84,16.929
France,2008,FRA,62780187.0,2362451821701.0,3084.845,566.98,518.99,7.319,12.757,54.63,9.736,45.37,90.264,0.04,5.69,62.16,439.45,23.06,21.88,10.26,3.97,4.44,0.007,1.004,10.963,77.507,4.067,3.859,49137.234,3552.378,26515.484,29.705
France,2009,FRA,63106460.0,2295352990111.0,2908.91,528.87,502.94,7.409,12.886,55.186,9.639,44.814,90.361,0.17,7.91,55.49,409.74,21.67,20.5,8.81,4.13,4.58,0.032,1.496,10.492,77.475,4.097,3.876,46095.289,3375.438,25141.854,-10.007
France,2010,FRA,63417366.0,2342490492199.0,3001.231,562.36,531.65,7.882,13.635,54.455,10.164,45.545,89.836,0.62,9.94,61.2,428.52,23.36,23.76,10.04,4.44,4.92,0.11,1.768,10.883,76.2,4.154,4.225,47325.062,3682.448,25442.096,20.519
France,2011,FRA,63733776.0,2393401943613.0,2897.71,567.65,511.24,6.93,11.63,53.03,10.436,46.97,89.564,2.33,12.37,45.74,442.39,17.39,29.49,12.36,5.04,5.58,0.41,2.179,8.058,77.934,3.064,5.195,45465.84,3112.299,23816.281,-35.173
France,2012,FRA,64058465.0,2400896391731.0,2894.858,567.58,523.06,8.714,15.02,52.932,10.029,47.068,89.971,4.43,15.18,59.83,425.41,21.46,22.75,12.71,5.3,5.81,0.781,2.675,10.541,74.952,3.781,4.008,45190.879,3888.931,23621.719,50.76
France,2013,FRA,64387736.0,2414733629218.0,2925.053,576.75,528.29,9.857,17.24,52.58,9.3,47.42,90.7,5.19,16.14,71.92,423.68,23.84,18.39,11.41,5.68,6.18,0.9,2.798,12.47,73.46,4.134,3.189,45428.73,4416.388,23556.992,35.242
France,2014,FRA,64692495.0,2437822780219.0,2797.782,566.31,499.12,9.885,16.604,49.861,6.322,50.139,93.678,6.39,17.32,63.77,436.48,11.26,13.16,11.38,5.99,6.55,1.128,3.058,11.261,77.074,1.988,2.324,43247.398,4215.729,21265.48,-11.635
France,2015,FRA,64916337.0,2464953810985.0,2823.427,574.14,510.08,9.568,15.996,50.689,7.815,49.311,92.185,7.75,21.42,55.56,437.43,11.89,21.14,11.84,6.53,7.11,1.35,3.731,9.677,76.189,2.071,3.682,43493.316,4107.176,21758.055,-6.103
France,2016,FRA,65086853.0,2491956183265.0,2766.597,558.84,517.34,10.362,17.715,52.511,10.135,47.489,89.865,8.66,21.38,60.84,403.2,10.23,34.97,11.44,7.52,8.12,1.55,3.826,10.887,72.149,1.831,6.258,42506.238,4344.005,22013.84,16.115
France,2017,FRA,65284775.0,2549057506683.0,2756.229,555.74,515.61,9.803,16.538,53.594,11.781,46.406,88.219,8.87,24.61,50.0,398.36,12.81,40.5,12.16,7.78,8.43,1.596,4.428,8.997,71.681,2.305,7.288,42218.559,4085.659,22336.453,-16.006
France,2018,FRA,65519537.0,2596599107835.0,2790.429,576.24,513.27,11.513,19.757,51.165,8.581,48.835,91.419,11.15,28.6,65.11,412.94,8.31,30.55,10.59,8.38,8.99,1.935,4.963,11.299,71.661,1.442,5.302,42589.262,4836.418,21493.436,50.149
France,2019,FRA,65729460.0,2644453795826.0,2731.347,565.52,507.85,11.754,19.964,51.566,9.48,48.434,90.52,12.02,34.72,56.91,399.01,3.64,39.24,10.73,8.64,9.25,2.125,6.139,10.063,70.556,0.644,6.939,41554.387,4814.923,21123.574,-0.398
France,2020,FRA,65905273.0,2438594133224.0,2444.265,527.25,482.21,13.972,23.714,49.74,9.178,50.26,90.822,13.09,40.05,62.52,353.83,3.09,35.25,10.05,8.76,9.37,2.483,7.596,11.858,67.109,0.586,6.686,37087.555,5103.89,18170.242,19.891
France,2021,FRA,66083547.0,2604822841790.0,2597.561,550.31,505.42,12.914,22.187,50.611,8.877,49.389,91.123,15.28,37.12,59.54,379.36,5.44,33.31,10.1,9.58,10.16,2.777,6.745,10.819,68.936,0.989,6.053,39307.219,5006.168,19619.186,-5.548
France,2022,FRA,66277412.0,2671568767031.0,2306.192,468.45,483.39,13.726,24.201,54.471,12.883,45.529,87.117,19.34,38.2,45.56,294.73,4.16,45.74,10.45,9.67,10.27,4.129,8.155,9.726,62.916,0.888,9.764,34796.047,4715.598,18713.715,-18.288
France,2023,FRA,66438828.0,,2406.514,518.75,468.28,15.867,26.89,49.289,7.915,50.711,92.085,22.59,50.48,55.9,338.2,1.61,30.02,9.43,9.94,10.52,4.355,9.731,10.776,65.195,0.31,5.787,36221.496,5653.612,17562.715,63.082
France,2024,FRA,66548532.0,,2519.901,561.78,471.8,16.465,27.176,46.136,5.102,53.864,94.898,24.87,45.43,71.12,380.45,1.02,18.1,9.54,10.68,11.25,4.427,8.087,12.66,67.722,0.182,3.222,37865.609,6138.945,17201.344,32.918
France,2025,FRA,66650804.0,,,569.98,476.66,,26.064,,5.149,,94.851,31.82,46.49,59.41,392.07,1.74,17.25,10.36,10.27,10.84,5.583,8.156,10.423,68.787,0.305,3.026,,,,
French Guiana,2000,GUF,160633.0,,2.251,0.46,0.46,,89.13,,10.87,,89.13,0.0,,0.41,,,,0.05,,,0.0,,89.13,,,,14010.68,,,
French Guiana,2001,GUF,168544.0,,3.049,0.6,0.6,,70.0,,30.0,,70.0,0.0,,0.42,,,,0.18,,,0.0,,70.0,,,,18087.426,,,
French Guiana,2002,GUF,176719.0,,2.746,0.63,0.63,,66.667,,33.333,,66.667,0.0,,0.42,,,,0.21,,,0.0,,66.667,,,,15538.345,,,
French Guiana,2003,GUF,185101.0,,3.344,0.67,0.67,,50.746,,49.254,,50.746,0.0,,0.34,,,,0.33,,,0.0,,50.746,,,,18067.742,,,
French Guiana,2004,GUF,193656.0,,3.315,0.67,0.67,,61.194,,38.806,,61.194,0.0,,0.41,,,,0.26,,,0.0,,61.194,,,,17118.662,,,
French Guiana,2005,GUF,202452.0,,3.278,0.71,0.71,,60.563,,39.437,,60.563,0.0,,0.43,,,,0.28,,,0.0,,60.563,,,,16191.794,,,
French Guiana,2006,GUF,210976.0,,2.97,0.73,0.73,,73.973,,26.027,,73.973,0.0,,0.54,,,,0.19,,,0.0,,73.973,,,,14075.736,,,
French Guiana,2007,GUF,219123.0,,3.296,0.73,0.73,,68.493,,31.507,,68.493,0.0,,0.5,,,,0.23,,,0.0,,68.493,,,,15042.635,,,
French Guiana,2008,GUF,226106.0,,3.345,0.75,0.75,,66.667,,33.333,,66.667,0.0,,0.5,,,,0.25,,,0.0,,66.667,,,,14792.063,,,
French Guiana,2009,GUF,230715.0,,4.142,0.78,0.78,,44.872,,55.128,,44.872,0.0,,0.35,,,,0.43,,,0.0,,44.872,,,,17953.27,,,
French Guiana,2010,GUF,234578.0,,3.837,0.83,0.83,,56.627,,43.373,,56.627,0.0,,0.46,,,,0.36,0.01,0.01,0.0,,55.422,,,,16357.027,,,
French Guiana,2011,GUF,239525.0,,3.359,0.83,0.83,,61.446,,38.554,,61.446,0.04,,0.46,,,,0.32,0.01,0.01,4.819,,55.422,,,,14023.606,,,
French Guiana,2012,GUF,245784.0,,0.0,0.89,0.89,,69.663,,30.337,,69.663,0.05,,0.56,,,,0.27,0.01,0.01,5.618,,62.921,,,,0.0,,,
French Guiana,2013,GUF,253250.0,,0.0,0.89,0.89,,60.674,,39.326,,60.674,0.04,,0.49,,,,0.35,0.01,0.01,4.494,,55.056,,,,0.0,,,
French Guiana,2014,GUF,260564.0,,0.0,0.92,0.92,,60.87,,39.13,,60.87,0.05,,0.5,,,,0.36,0.01,0.01,5.435,,54.348,,,,0.0,,,
